DATESTAMP,influent bod (mg/L),influent flow (mgd),max influent flow (mgd),influent tss (mg/L),influent salinity (mg/L),influent sulfide (mg/L),rainfall (inches)
1/3/2025,,1.57,1.85,,,,0
1/4/2025,,1.43,1.95,,,,0
1/5/2025,,1.41,1.84,,,,0
1/6/2025,,1.31,1.63,,,,0
1/7/2025,160,1.28,1.63,196,,,0
1/8/2025,,1.25,1.99,,5.7,0,0
1/9/2025,,1.17,1.59,,,,0
1/10/2025,,1.15,6.88,,,,0.03
1/11/2025,,1.23,6.67,,,,0.64
1/12/2025,,1.27,4.95,,,,0
1/13/2025,,1.44,6.27,,,,0
1/14/2025,150,1.21,5.88,143,,,0
1/15/2025,,1.42,6.17,,8.4,0,0
1/16/2025,,1.21,6.78,,,,0
1/17/2025,,1.39,7.11,,,,0
1/18/2025,,1.2,6.84,,,,0.44
1/19/2025,,1.06,2.5,,,,0
1/20/2025,,1.04,2.53,,,,1.14
1/21/2025,150,0.94,7.45,130,,,0
1/22/2025,,1.17,16,,3.2,0,0
1/23/2025,,1,5.27,,,,0
1/24/2025,,1.38,6.74,,,,0
1/25/2025,,1.09,5.75,,,,0
1/26/2025,,0.55,0.64,,,,0
1/27/2025,,1.01,4.84,,,,0
1/28/2025,140,1.35,7.08,199,,,0.3
1/29/2025,,1.01,1.88,,3,0,0.02
1/30/2025,,1.01,2.3,,,,0
1/31/2025,,1.04,2.28,,,,1
2/1/2025,,1.44,2.41,,,,0
2/2/2025,,1.35,2.41,,,,1
2/3/2025,,1.28,2.28,,,,0
2/4/2025,250,1.32,2.07,350,,,0
2/5/2025,,1.22,2.17,,8.3,0,0
2/6/2025,,1.15,2.25,,,,0.25
2/7/2025,,1.23,2.38,,,,0
2/8/2025,,1.15,2.31,,,,0.65
2/9/2025,,1.18,2.24,,,,1.42
2/10/2025,,1.19,2.27,,,,0
2/11/2025,110,1.12,2.49,110,,,0
2/12/2025,,1.12,5.12,,4.9,0,0.2
2/13/2025,,1.34,2.94,,,,0.24
2/14/2025,,1.45,2.33,,,,0
2/15/2025,,1.25,2.28,,,,0.09
2/16/2025,,1.67,3.62,,,,2.9
2/17/2025,,2.86,15.59,,,,0
2/18/2025,72,1.72,2.55,96,,,0
2/19/2025,,1.38,2.34,,2,0,0
2/20/2025,,1.38,2.4,,,,0
2/21/2025,,1.33,4.62,,,,0
2/22/2025,,1.3,4.8,,,,0
2/23/2025,,1.28,4.73,,,,0
2/24/2025,,1.27,6.29,,,,0
2/25/2025,140,1.33,3.18,223,,,0
2/26/2025,,1.48,5,,3.7,0,0
2/27/2025,,1.51,6.01,,,,0.08
2/28/2025,,1.6,2.81,,,,0
3/1/2025,,1.55,2.27,,,,0.19
3/2/2025,,1.46,2.35,,,,0
3/3/2025,,1.35,2.46,,,,0
3/4/2025,130,1.33,2.18,161,,,0
3/5/2025,,1.28,6.15,,7.8,0,0.7
3/6/2025,,1.78,8.87,,,,0.28
3/7/2025,,1.63,2.93,,,,0
3/8/2025,,1.48,1.87,,,,0
3/9/2025,,1.36,2.93,,,,0
3/10/2025,,1.32,3.05,,,,0
3/11/2025,170,1.33,3.95,210,,,0
3/12/2025,,1.33,3.2,,4.4,0,0
3/13/2025,,1.31,4.01,,,,0
3/14/2025,,1.3,4,,,,0
3/15/2025,,1.37,4.16,,,,0
3/16/2025,,1.37,4.64,,,,0
3/17/2025,,3.26,7.12,,,,0.91
3/18/2025,36,2.43,2.79,141,,,0
3/19/2025,,1.91,2.17,,3.1,0,0
3/20/2025,,1.87,2.12,,,,0
3/21/2025,,1.9,2.3,,,,0.15
3/22/2025,,1.85,2.26,,,,0
3/23/2025,,1.82,2.12,,,,0
3/24/2025,,1.68,2.35,,,,0.97
3/25/2025,86,1.99,2.27,150,,,0
3/26/2025,,1.96,2.17,,2.2,0,0
3/27/2025,,2.69,16,,,,0
3/28/2025,,1.86,2.24,,,,0.14
3/29/2025,,1.52,2.15,,,,1.99
3/30/2025,,1.49,2.05,,,,0.06
3/31/2025,,1.52,4.89,,,,0.13
4/1/2025,,1.64,1.96,190,,,0
4/2/2025,,1.42,1.71,,7.8,0,0.25
4/3/2025,,1.46,4.4,,,,0.13
4/4/2025,,1.46,1.84,,,,0
4/5/2025,,1.37,1.98,,,,0.05
4/6/2025,,1.81,2.41,,,,1.31
4/7/2025,,1.74,2.12,,,,0.23
4/8/2025,,1.81,3.03,214,,,0.15
4/9/2025,,1.64,1.97,,2.8,0,0
4/10/2025,,1.48,1.82,,,,0.25
4/11/2025,,1.47,4.32,,,,0.56
4/12/2025,,1.69,2.27,,,,0.41
4/13/2025,,1.81,2.3,,,,0.04
4/14/2025,,1.63,1.97,,,,0
4/15/2025,,1.63,1.9,272,,,0.13
4/16/2025,,1.57,1.87,,4.2,0,0
4/17/2025,,1.4,4.78,,,,0
4/18/2025,,1.3,4.62,,,,0.01
4/19/2025,,1.33,7.06,,,,0
4/20/2025,,1.38,6.83,,,,0
4/21/2025,,1.36,7.15,,,,0.41
4/22/2025,,2.02,6.16,361,,,0
4/23/2025,,2.18,2.6,,6.8,0,0
4/24/2025,,2.04,3.14,,,,0
4/25/2025,,1.99,2.29,,,,0.21
4/26/2025,,2,2.35,,,,0.79
4/27/2025,,1.98,2.25,,,,0
4/28/2025,,1.95,3.49,,,,0
4/29/2025,,1.93,2.9,356,,,0
4/30/2025,,2.02,3.41,,10.5,0,0
5/1/2025,,1.96,2.45,,,,0.19
5/2/2025,,1.96,2.63,,,,0
5/3/2025,,2,3.38,,,,0.15
5/4/2025,,2.07,3.64,,,,0.25
5/5/2025,,1.89,2.37,,,,0.14
5/6/2025,220,1.96,2.28,352,,,0.15
5/7/2025,,2.02,2.68,,4.4,1,0
5/8/2025,,1.96,2.37,,,,0.11
5/9/2025,,1.84,2.58,,,,1.37
5/10/2025,,1.97,2.36,,,,0.25
5/11/2025,,2,2.31,,,,0
5/12/2025,,1.94,2.48,,,,0
5/13/2025,150,1.85,2.44,173,,,0
5/14/2025,,1.81,2.08,,4.9,0,0.03
5/15/2025,,1.68,4.58,,,,0.34
5/16/2025,,1.35,3.36,,,,0
5/17/2025,,1.35,2.62,,,,0
5/18/2025,,1.35,2.59,,,,0
5/19/2025,,1.35,5.68,,,,0
5/20/2025,200,1.33,6.29,251,,,0
5/21/2025,,1.33,5.73,,7.7,0,0.02
5/22/2025,,1.48,5.77,,,,3.85
5/23/2025,,5.29,6.44,,,,1.3
5/24/2025,,4.54,5.44,,,,0.23
5/25/2025,,3.29,3.75,,,,0
5/26/2025,,2.67,3.49,,,,0
5/27/2025,100,2.36,3.07,308,,,0
5/28/2025,,2.25,3.66,,4.4,0,0
5/29/2025,,2.09,3.15,,,,0
5/30/2025,,1.9,2.77,,,,0.02
5/31/2025,,1.98,2.81,,,,0
6/1/2025,,1.82,2.76,,,,0
6/2/2025,,1.58,2.66,,,,0
6/3/2025,,1.47,2.61,300,,,0
6/4/2025,,1.4,2.63,,3.4,0,0
6/5/2025,,1.37,2.57,,,,0
6/6/2025,,1.36,6.28,,,,0
6/7/2025,,1.5,6.63,,,,0
6/8/2025,,1.56,2.8,,,,0
6/9/2025,,1.44,6.76,,,,0
6/10/2025,,1.42,5.88,310,,,0.26
6/11/2025,,1.38,5.24,,5.9,0,0
6/12/2025,,1.38,5.85,,,,0
6/13/2025,,1.37,6.15,,,,0
6/14/2025,,1.39,5.22,,,,0.02
6/15/2025,,1.37,5.05,,,,0
6/16/2025,,1.37,6.12,,,,0
6/17/2025,,1.37,6,290,,,0.02
6/18/2025,,1.41,5.73,,9.9,0,0.02
6/19/2025,,1.46,5.91,,,,0
6/20/2025,,1.46,6.14,,,,0
6/21/2025,,1.46,6.78,,,,0.11
6/22/2025,,1.12,6.09,,,,0
6/23/2025,,1.45,5.96,,,,0
6/24/2025,,1.42,4.56,227,,,0
6/25/2025,,1.39,4.03,,7.2,2,0
6/26/2025,,1.4,4.07,,,,0.02
6/27/2025,,1.35,1.62,,,,0.01
6/28/2025,,1.37,5.61,,,,0
6/29/2025,,1.37,5.04,,,,0
6/30/2025,,1.39,5.72,,,,0
7/1/2025,140,1.6,6.67,334,,,0.3
7/2/2025,,1.54,6.28,,,10,0
7/3/2025,,1.5,6.19,,,,0.19
7/4/2025,,1.58,7.12,,,,0
7/5/2025,,1.56,7.61,,,,0
7/6/2025,,1.55,6.08,,,,0
7/7/2025,,1.48,7.17,,,,0
7/8/2025,230,1.45,6.41,380,,,0.87
7/9/2025,,1.55,4.77,,5.2,2,0.82
7/10/2025,,3.13,6.3,,,,3.5
7/11/2025,,3.3,5.55,,,,0
7/12/2025,,2.17,2.45,,,,0
7/13/2025,,1.97,2.56,,,,0
7/14/2025,,1.72,4.15,,,,0.21
7/15/2025,140,1.62,5.1,212,,,0
7/16/2025,,1.54,2.35,,7.4,0,0
7/17/2025,,1.54,5.49,,,,0
7/18/2025,,2.48,4.6,,,,0
7/19/2025,,1.41,2.14,,,,0
7/20/2025,,1.4,2.19,,,,0.01
7/21/2025,,1.51,2.15,,,,0
7/22/2025,170,1.39,5.12,208,,,0
7/23/2025,,1.42,4.65,,,0,0
7/24/2025,,1.41,5.31,,,,0
7/25/2025,,1.35,2.16,,,,0
7/26/2025,,1.38,2.18,,,,0
7/27/2025,,1.38,2.13,,,,0.02
7/28/2025,,1.45,7.33,,,,0
7/29/2025,170,1.89,2.16,275,,,0
7/30/2025,,1.2,3.46,,9,0,0
7/31/2025,,1.16,4.21,,,,1.09
8/1/2025,,1.26,2.18,,,,0.07
8/2/2025,,1.2,2.19,,,,0
8/3/2025,,1.26,7.31,,,,0
8/4/2025,,1.42,7,,,,0
8/5/2025,124,1.34,6.91,236,,,0
8/6/2025,,1.16,6.78,,5.7,0,0
8/7/2025,,1.14,6.78,,,,0
8/8/2025,,0.94,7.41,,,,0
8/9/2025,,1.49,7.62,,,,0
8/10/2025,,1.18,6.98,,,,0
8/11/2025,,1.12,6.87,,,,0
8/12/2025,63,1.09,7.7,253,,,0
8/13/2025,,1.01,4.96,,12.3,0,0
8/14/2025,,1.04,4.53,,,,0.52
8/15/2025,,1.12,6.66,,,,0
8/16/2025,,1.22,6.68,,,,0
8/17/2025,,1.35,6.75,,,,0.37
8/18/2025,,1.23,6.29,,,,0
8/19/2025,134,1.4,7.6,224,,,0.02
8/20/2025,,1.34,7.48,,10.7,0.03,0.01
8/21/2025,,1.22,6.93,,,,0
8/22/2025,,1.31,6.79,,,,0
8/23/2025,,1.41,2.02,,,,0
8/24/2025,,1.37,6.58,,,,0
8/25/2025,,1.26,4.34,,,,0
8/26/2025,100,1.21,4.01,238,,,0
8/27/2025,,1.16,7.23,,11.7,3,0.03
8/28/2025,,1.46,7.52,,,,0.02
8/29/2025,,1.25,6.6,,,,0.21
8/30/2025,,1.38,7.36,,,,0
8/31/2025,,1.89,8.32,,,,0
9/1/2025,,2.02,8.22,,,,0
9/2/2025,,0.84,1.23,314,,,0
9/3/2025,,0.9,2.73,,7.4,0.6,0
9/4/2025,,0.97,2.74,,,,0.09
9/5/2025,,0.91,2.83,,,,0
9/6/2025,,0.91,7.26,,,,0.75
9/7/2025,,1.39,2.63,,,,0.84
9/8/2025,,1.22,2.59,,,,0
9/9/2025,,1.18,2.67,259,,,0
9/10/2025,,1.18,2.59,,11.7,0,0
9/11/2025,,1.22,2.48,,,,0
9/12/2025,,1.14,2.58,,,,0
9/13/2025,,1.13,2.48,,,,0
9/14/2025,,1.07,2.61,,,,0
9/15/2025,,0.95,2.62,,,,0
9/16/2025,,0.94,2.57,222,,,0
9/17/2025,,0.91,2.52,,8.8,1,0.53
9/18/2025,,1.1,2.64,,,,0
9/19/2025,,1.06,2.53,,,,0
9/20/2025,,1.09,2.61,,,,0
9/21/2025,,1.01,2.48,,,,0
9/22/2025,,1.01,2.5,,,,0
9/23/2025,,1.01,2.58,258,,,0.05
9/24/2025,,0.99,2.51,,9.7,0,0.23
9/25/2025,,1.38,2.75,,,,0.8
9/26/2025,,1.23,2.53,,,,0
9/27/2025,,1.09,2.52,,,,0.15
9/28/2025,,1.03,2.49,,,,0
9/29/2025,,0.94,2.54,,,,0
9/30/2025,,0.92,2.47,231,,,0
10/1/2025,,0.91,2.52,,6.6,5,0
10/2/2025,,0.94,2.6,,,,0
10/3/2025,,0.92,2.6,,,,0
10/4/2025,,0.96,2.51,,,,0
10/5/2025,,1.04,2.5,,,,0.8
10/6/2025,,1.04,2.51,,,,0
10/7/2025,,1.04,2.57,270,,,0
10/8/2025,,1.3,2.59,,11.1,0.6,1.07
10/9/2025,,1.16,2.47,,,,0
10/10/2025,,1.12,2.64,,,,0
10/11/2025,,1.03,2.44,,,,0
10/12/2025,,1.16,2.46,,,,1.15
10/13/2025,,2.54,4.56,,,,2.55
10/14/2025,,4.15,4.4,102,,,0.25
10/15/2025,,2.83,4.34,,3.4,0,0
10/16/2025,,2.06,2.67,,,,0
10/17/2025,,1.83,6.54,,,,0
10/18/2025,,1.74,2.45,,,,0
10/19/2025,,1.65,2.38,,,,0
10/20/2025,,2.02,4.47,,,,1
10/21/2025,,2.1,4.71,149,,,0
10/22/2025,,2.09,4.78,,5.1,0,0.3
10/23/2025,,1.9,2.38,,,,0
10/24/2025,,1.6,1.99,,,,0.01
10/25/2025,,1.46,1.98,,,,0
10/26/2025,,1.31,1.74,,,,0
10/27/2025,,1.22,1.64,,,,0.01
10/28/2025,,1.17,1.61,325,,,0
10/29/2025,,1.25,2.53,,7.5,0,0.06
10/30/2025,,1.19,4.72,,,,0.65
10/31/2025,,1.93,2.68,,,,0
11/1/2025,,1.61,2.65,,,,0
11/2/2025,,1.32,1.25,,,,0
11/3/2025,,1.32,2.62,,,,0.11
11/4/2025,204,1.28,1.81,204,,,0
11/5/2025,,1.26,2.44,,4.9,0,0.16
11/6/2025,,1.28,1.86,,,,0.01
11/7/2025,,1.29,2.24,,,,0.32
11/8/2025,,1.41,2.4,,,,0.22
11/9/2025,,1.43,2.2,,,,0.21
11/10/2025,,1.68,2.57,,,,0.66
11/11/2025,110,1.73,2.68,197,,,0
11/12/2025,,1.34,2.34,,5.1,0,0
11/13/2025,,1.31,2.69,,,,0.04
11/14/2025,,1.21,2.4,,,,0
11/15/2025,,1.22,2.42,,,,0.48
11/16/2025,,1.64,2.39,,,,0.04
11/17/2025,,1.39,2.44,,,,0
11/18/2025,116,1.19,2.45,331,,,0
11/19/2025,,1.31,4.25,,2.6,0,0
11/20/2025,,1.51,4.45,,,,0
11/21/2025,,1.51,2.7,,,,0.03
11/22/2025,,1.55,2.58,,,,0.07
11/23/2025,,1.56,2.28,,,,0.04
11/24/2025,,1.46,3.06,,,,0
11/25/2025,206,1.41,1.77,323,,,0.3
11/26/2025,,1.51,1.92,,7.7,0,0
11/27/2025,,1.54,2.4,,,,0
11/28/2025,,1.42,1.93,,,,0
11/29/2025,,1.37,1.98,,,,0
11/30/2025,,1.4,1.9,,,,0.24
12/1/2025,,1.37,1.83,,,,0
12/2/2025,188,1.55,2.9,310,,,1.25
12/3/2025,,2.52,4.97,,2.9,0,0
12/4/2025,,2.1,2.86,,,,0.01
12/5/2025,,1.88,2.56,,,,0
12/6/2025,,1.89,2.8,,,,0.01
12/7/2025,,1.93,2.78,,,,0
12/8/2025,,1.68,2.83,,,,0
12/9/2025,99,1.57,1.88,164,,,0
12/10/2025,,1.55,1.9,,6.4,0.2,0.14
12/11/2025,,1.51,1.85,,,,0
12/12/2025,,1.4,1.76,,,,0
12/13/2025,,1.38,1.9,,,,0.1
12/14/2025,,1.41,2.48,,,,0.35
12/15/2025,,1.41,1.89,,,,0
12/16/2025,204,1.33,1.75,188,,,0
12/17/2025,,1.33,1.82,,2.7,0,0
12/18/2025,,1.34,2.11,,,,0.02
12/19/2025,,1.61,2.9,,,,0.6
12/20/2025,,1.63,2.16,,,,0
12/21/2025,,1.57,2.2,,,,0
12/22/2025,,1.47,1.97,,,,0
12/23/2025,98,1.47,1.87,135,,,0.49
12/24/2025,,1.69,2.47,,3.1,0,1.06
12/25/2025,,1.68,2.29,,,,0
12/26/2025,,1.64,2.12,,,,0.35
12/27/2025,,1.66,2.09,,,,0
12/28/2025,,1.6,2.17,,,,0.32
12/29/2025,,1.89,2.63,,,,0.39
12/30/2025,60,1.96,2.49,136,,,0
12/31/2025,,1.73,2.22,,3.7,0,0.07
1/1/2026,,1.79,2.47,,,,0.15
1/2/2026,,1.68,2.28,,,,0
1/3/2026,,1.65,2.4,,,,0
1/4/2026,,1.75,2.68,,,,0.04
1/5/2026,,1.68,2.24,,,,0.07
1/6/2026,136,1.66,2.84,156,,,0.23
1/7/2026,,1.77,2.34,,8.2,0,0.25
1/8/2026,,1.63,1.93,,,,0
1/9/2026,,1.52,2.02,,,,0.07
1/10/2026,,1.52,1.93,,,,1.31
1/11/2026,,1.84,2.56,,,,0
1/12/2026,,1.61,1.94,,,,0
1/13/2026,98,1.53,1.88,121,,,0
1/14/2026,,1.52,2,,2.9,0,0.04
1/15/2026,,1.56,2.57,,,,0
1/16/2026,,1.53,2.1,,,,0
1/17/2026,,1.43,1.99,,,,0.03
1/18/2026,,1.46,2.31,,,,0.5
1/19/2026,,1.63,2.83,,,,0.11
1/20/2026,97,1.55,2,181,,,0
1/21/2026,,1.42,1.77,,3.3,0,0.2
1/22/2026,,1.47,1.87,,,,0
1/23/2026,,1.19,4.36,,,,0
1/24/2026,,1.5,1.97,,,,0
1/25/2026,,1.47,1.93,,,,0.52
1/26/2026,,1.62,2.12,,,,0.42
1/27/2026,75,1.6,1.99,77,,,0.01
1/28/2026,,1.48,1.91,,4.1,0,0
1/29/2026,,1.46,4.37,,,,0
1/30/2026,,1.43,1.87,,,,0
1/31/2026,,1.42,2.06,,,,0
2/1/2026,,1.54,2.43,,,,0.03
2/2/2026,,1.59,4.07,,,,0
2/3/2026,123,1.53,2.03,103,,,0
2/4/2026,,1.5,1.86,,11,0,0
2/5/2026,,1.46,1.91,,,,0
2/6/2026,,1.45,2.37,,,,0.13
2/7/2026,,1.55,1.98,,,,0
2/8/2026,,1.59,2.09,,,,0
2/9/2026,,1.4,5.03,,,,0
2/10/2026,100,1.31,1.74,83,,,0.21
2/11/2026,,1.32,1.74,,6.8,0,0.02
2/12/2026,,1.33,2.76,,,,0
2/13/2026,,1.3,1.72,,,,0
2/14/2026,,1.33,2.37,,,,0
2/15/2026,,1.32,1.95,,,,0
2/16/2026,,1.35,1.99,,,,0
2/17/2026,,1.35,1.98,154,,,0
2/18/2026,170,1.4,1.89,,7.1,0,0.12
2/19/2026,,1.43,2.07,,,,0
2/20/2026,,1.46,1.8,,,,0.75
2/21/2026,,1.67,2.22,,,,0
2/22/2026,,1.63,2.06,,,,0.02
2/23/2026,,2.22,4.56,,,,1.2
2/24/2026,,2.06,5.71,,,,0
2/25/2026,171,1.64,2.02,250,10.9,0,0.11
2/26/2026,,1.46,2,,,,0
2/27/2026,,1.28,1.74,,,,0
2/28/2026,,1.36,1.9,,,,0
3/1/2026,,1.57,2.43,,,,40
3/2/2026,,1.4,1.88,,,,0
3/3/2026,166,1,2,192,,,1.63
3/4/2026,,2.32,2.71,,3.1,0,0
3/5/2026,,2.32,3.1,,,,0.84
3/6/2026,,3.86,4.91,,,,0.03
3/7/2026,,3.93,4.94,,,,0.05
3/8/2026,,4.77,4.16,,,,0.06
3/9/2026,,3.84,4.54,,,,0
3/10/2026,87,3.19,5.85,283,,,0
3/11/2026,,2.76,2.66,,2.5,1,0.35
3/12/2026,,2.75,2.75,,,,0.15
3/13/2026,,2.33,2.77,,,,0.07
3/14/2026,,2.16,2.65,,,,0
3/15/2026,,1.98,2.44,,,,0.1
3/16/2026,,2.44,3.08,,,,0.7
3/17/2026,33,3.35,5.1,108,,,0
3/18/2026,,2.55,2.77,,2.1,0,0
3/19/2026,,2.35,2.77,,,,0
3/20/2026,,2.21,2.49,,,,0.23
3/21/2026,,2.23,2.67,,,,0
3/22/2026,,2.22,2.6,,,,1.09
3/23/2026,,3.14,3,,,,0.13
3/24/2026,40,3.05,4.81,108,,,0
3/25/2026,,2.42,2.75,,4.5,0,0
3/26/2026,,2.24,2.7,,,,0.16
3/27/2026,,2.12,2.53,,,,0
3/28/2026,,1.49,2.46,,,,0
3/29/2026,,1.91,2.43,,,,0
3/30/2026,,1.8,4.32,,,,0
3/31/2026,116,1.77,4.21,143,,,0.14
4/1/2026,,1.77,2.05,,3.6,0,0.25
4/2/2026,,1.94,2.35,,,,0.18
4/3/2026,,1.95,2.35,,,,0
4/4/2026,,1.85,2.21,,,,0
4/5/2026,,1.94,2.43,,,,0.58
4/6/2026,,1.82,2.21,,,,0
4/7/2026,142,1.66,2,205,,,0.21
4/8/2026,,1.59,1.96,,3.2,0.2,0
4/9/2026,,1.52,2.76,,,,0
4/10/2026,,1.53,1.92,,,,0
4/11/2026,,1.6,2.01,,,,0
4/12/2026,,1.54,1.98,,,,0.06
4/13/2026,,1.46,1.84,,,,0
4/14/2026,378,1.47,1.9,347,,,0.07
4/15/2026,,1.58,1.99,,3.1,0.2,0.35
4/16/2026,,1.74,2.13,,,,0
4/17/2026,,1.79,2.21,,,,0.09
4/18/2026,,1.85,2.36,,,,0.12
4/19/2026,,2.01,2.47,,,,0.22
4/20/2026,,1.87,5.32,,,,0.03
4/21/2026,83,1.67,4.86,160,,,0
4/22/2026,,1.66,4.29,,10.2,0,0.07
4/23/2026,,1.65,2.06,,,,0
4/24/2026,,1.65,2.07,,,,0
4/25/2026,,1.62,2.11,,,,0
4/26/2026,,1.62,2.18,,,,0
4/27/2026,,1.55,2,,,,0
4/28/2026,226,1.54,4.21,201,,,0
4/29/2026,,1.65,2.06,,7.7,0.1,0.07
4/30/2026,,1.65,2.06,,,,0.1
5/1/2026,,1.65,2,,,,0.02
5/2/2026,,1.61,2.04,,,,0
5/3/2026,,1.61,2.03,,,,0
5/4/2026,,1.48,1.87,,,,0
5/5/2026,150,1,2.1,240,,,0.01
5/6/2026,,1.41,1.68,,10.4,0.1,0.6
5/7/2026,,1.45,1.85,,,,0
5/8/2026,,1.41,1.82,,,,0
5/9/2026,,1.41,2.18,,,,0
5/10/2026,,1.47,2.03,,,,0
5/11/2026,,1.37,1.85,,,,0
5/12/2026,75,1.35,1.84,223,,,0
5/13/2026,,1.35,1.76,,3.9,0.3,0.07
5/14/2026,,1.46,2.1,,,,0.3
5/15/2026,,1.6,2.11,,,,0
5/16/2026,,1.63,2.08,,,,0.05
5/17/2026,,1.67,2.12,,,,0
5/18/2026,,1.63,1.98,,,,0
5/19/2026,178,1.64,1.9,163,,,0.25
5/20/2026,,1.63,1.92,,13.9,0,0.02
5/21/2026,,1.58,1.94,,,,0
5/22/2026,,1.5,1.93,,,,0
5/23/2026,,1.49,1.93,,,,0
5/24/2026,,1.54,2.03,,,,0.46
5/25/2026,,1.61,2.22,,,,0.1
5/26/2026,81,1.5,1.96,268,,,0
5/27/2026,,1.49,1.93,,6,0.3,0.04
5/28/2026,,1.51,1.97,,,,0.06
5/29/2026,,1.52,1.86,,,,0.16
5/30/2026,,1.81,2.7,,,,0.54
5/31/2026,,1.76,2.21,,,,0.18
6/1/2026,,1.65,1.9,,,,0
6/2/2026,126,1.55,1.9,,,,0
6/3/2026,,1.5,1.82,,12.3,0.1,0
6/4/2026,,1.48,1.87,,,,0
6/5/2026,,1.45,1.82,,,,0
6/6/2026,,1.5,1.88,,,,0.06
6/7/2026,,1.55,1.97,,,,0.06
6/8/2026,,1.44,1.86,,,,0
6/9/2026,89,1.39,1.78,,,,0
6/10/2026,,1.42,2.18,,11.9,0.3,0.09
6/11/2026,,1.5,2.16,,,,0
6/12/2026,,1.58,2.32,,,,0
6/13/2026,,1.69,2.43,,,,0
6/14/2026,,1.79,2.51,,,,0
6/15/2026,,1.81,2.62,,,,0
6/16/2026,,1.86,2.57,,,,0
6/17/2026,,1.83,2.33,,15.5,0.2,0.05
6/18/2026,,1.84,4.87,,,,0.28
6/19/2026,,1.84,2.21,,,,0
6/20/2026,,1.71,2.11,,,,0
6/21/2026,,1.65,2.15,,,,0.1
6/22/2026,,1.55,2.05,,,,0.56
6/23/2026,,1.53,1.96,,,,0.35
6/24/2026,,1.49,2.59,,7.19,1,0.1
6/25/2026,,1.58,2.61,,,,0
6/26/2026,,1.47,1.88,,,,0.16
6/27/2026,,1.54,1.91,,,,0
6/28/2026,,1.54,2.03,,,,0
6/29/2026,,1.49,1.85,,,,
6/30/2026,318,1.76,2.21,,,,
7/1/2026,,1.49,1.82,,6,2,0.03
7/2/2026,,1.51,1.8,,,,0
7/3/2026,,1.58,2.29,,,,0
7/4/2026,,1.72,2.29,,,,0
7/5/2026,,1.68,2.16,,,,0
7/6/2026,,1.48,1.9,,,,0.06
7/7/2026,123,1.83,2.88,433,,,1.61
7/8/2026,,2.01,2.4,,,0.2,0
7/9/2026,,1.78,2.37,,5.8,,0
7/10/2026,,1.76,2.43,,,,0.03
7/11/2026,,1.75,2.58,,,,0
7/12/2026,,1.79,2.52,,,,0
7/13/2026,,1.73,2.55,,,,0
7/14/2026,,1.75,2.43,80,,,0
7/15/2026,,1.81,2.39,,,,0
7/16/2026,,1.88,2.4,,,,0
7/17/2026,,1.81,2.21,,,,0
7/18/2026,,1.78,2.31,,,,0
7/19/2026,,1.76,2.19,,,,0.09
7/20/2026,,1.6,2.02,,,,0
7/21/2026,,1.63,2.58,233,,,0.87
7/22/2026,,1.78,2.73,,8.3,0,0.68
7/23/2026,,1.69,2.17,,,,0
7/24/2026,,1.64,2.48,,,,0
7/25/2026,,1.58,2.01,,,,0
7/26/2026,,1.6,2.09,,,,0
7/27/2026,,,,,,,
